         65111546 function calls (54041722 primitive calls) in 109.898 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       61    0.000    0.000    0.000    0.000 symbolic_helper.py:1722(_apply)
        5    0.000    0.000    0.000    0.000 symbolic_helper.py:1728(_reduce_op_symbolic_helper)
        6    0.000    0.000    0.000    0.000 symbolic_helper.py:1761(_overload_by_arg_count)
        5    0.000    0.000    0.000    0.000 symbolic_helper.py:1774(_reduce_with_dtype_helper)
      230    0.000    0.000    0.000    0.000 symbolic_helper.py:207(parse_args)
      230    0.000    0.000    0.001    0.000 symbolic_helper.py:237(decorator)
       89    0.000    0.000    0.000    0.000 symbolic_helper.py:289(quantized_args)
       89    0.000    0.000    0.000    0.000 symbolic_helper.py:336(decorator)
       25    0.000    0.000    0.000    0.000 symbolic_helper.py:617(_block_list_in_opset)
        1    0.000    0.000    0.000    0.000 symbolic_opset10.py:1(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset10.py:270(_max_pool)
        3    0.000    0.000    0.000    0.000 symbolic_opset10.py:390(_avg_pool)
        6    0.000    0.000    0.000    0.000 symbolic_opset10.py:434(_interpolate)
        1    0.000    0.000    0.001    0.001 symbolic_opset11.py:1(<module>)
        7    0.000    0.000    0.000    0.000 symbolic_opset11.py:338(_interpolate)
        1    0.000    0.000    0.000    0.000 symbolic_opset12.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:390(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:403(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 symbolic_opset14.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset15.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset16.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset17.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset18.py:1(<module>)
        2    0.000    0.000    0.000    0.000 symbolic_opset18.py:96(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 symbolic_opset19.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset20.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset7.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset8.py:1(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset8.py:69(_interpolate)
        1    0.000    0.000    0.003    0.003 symbolic_opset9.py:1(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1409(_max_pool)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1520(_avg_pool)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1596(_adaptive_pool)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1852(_interpolate)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1957(wrap_logical_op_with_cast_to)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1958(decorator)
        5    0.000    0.000    0.000    0.000 symbolic_opset9.py:1969(wrap_logical_op_with_negation)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:305(_export)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:308(wrapper)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:3239(_unsupported_dropout)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:4555(_one_hidden_rnn)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:787(_reduce_with_dtype)
        1    0.000    0.000    0.315    0.315 symbolic_shapes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:109(GuardOnDataDependentSymNode)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:117(PendingUnbackedSymbolNotFound)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1512(DimDynamic)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1565(Constraint)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1570(StrictMinMaxConstraint)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1599(RelaxedUnspecConstraint)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1630(EqualityConstraint)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1772(SymbolicContext)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1785(StatelessSymbolicContext)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1846(StatefulSymbolicContext)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1881(SubclassSymbolicContext)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:192(SymIntEqByExpr)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1982(_SymbolInfo)
        7    0.000    0.000    0.001    0.000 symbolic_shapes.py:2152(_lru_cache)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2211(RuntimeAssert)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2219(SymExprPrinter)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2224(_ShapeGuardPrinter)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2266(ShapeGuardPythonPrinter)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2284(ShapeGuardPrinter)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2293(_ShapeGuardCppPrinter)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2319(_ShapeGuardsHelper)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2325(_CppShapeGuardsHelper)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2330(LoggingShapeGuardPrinter)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2335(DynamicDimConstraintPrinter)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2361(DimConstraints)
       17    0.000    0.000    0.000    0.000 symbolic_shapes.py:244(lru_cache)
       17    0.001    0.000    0.001    0.000 symbolic_shapes.py:247(inner)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:3085(ShapeEnvSettings)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:3101(ValueRangesSLoc)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:3120(_FrameLocalResult)
        1    0.000    0.000    0.002    0.002 symbolic_shapes.py:3127(ShapeEnv)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:320(ConstraintViolationError)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:7176(PropagateUnbackedSymInts)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:7212(_PythonMsgPrinter)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:900(ConvertIntKey)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:910(CallMethodKey)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:922(InnerTensorKey)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:934(DivideByKey)
        1    0.000    0.000    0.007    0.007 sympify.py:1(<module>)
       95    0.000    0.000    0.000    0.000 sympify.py:124(sympify)
        1    0.000    0.000    0.000    0.000 sympify.py:27(SympifyError)
        4    0.000    0.000    0.000    0.000 sympify.py:28(__init__)
        1    0.000    0.000    0.000    0.000 sympify.py:49(CantSympify)
       51    0.000    0.000    0.000    0.000 sympify.py:514(_sympify)
        8    0.000    0.000    0.000    0.000 sympify.py:78(_is_numpy_instance)
       24    0.000    0.000    0.000    0.000 sympify.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1105(EvaluateFalseTransformer)
       13    0.000    0.000    0.000    0.000 sympy_parser.py:1239(<genexpr>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1242(_T)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:364(split_symbols_custom)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:86(ParenthesisGroup)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:91(AppliedFunction)
        1    0.000    0.000    0.000    0.000 sys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 systems.py:1(<module>)
        1    0.000    0.000    0.000    0.000 systems.py:32(ODEOrderError)
        1    0.000    0.000    0.000    0.000 systems.py:37(ODENonlinearError)
        1    0.000    0.000    0.000    0.000 tableform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tableform.py:9(TableForm)
        1    0.000    0.000    0.000    0.000 tempfile.py:1010(__repr__)
        1    0.000    0.000    0.000    0.000 tempfile.py:224(_infer_return_type)
        1    0.000    0.000    0.000    0.000 tempfile.py:253(_sanitize_params)
        2    0.000    0.000    0.000    0.000 tempfile.py:281(rng)
        2    0.000    0.000    0.000    0.000 tempfile.py:292(__next__)
        1    0.000    0.000    0.000    0.000 tempfile.py:295(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 tempfile.py:322(_get_default_tempdir)
        1    0.000    0.000    0.000    0.000 tempfile.py:368(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 tempfile.py:440(_gettempdir)
        1    0.000    0.000    0.000    0.000 tempfile.py:452(gettempdir)
        1    0.000    0.000    0.000    0.000 tempfile.py:499(mkdtemp)
        1    0.000    0.000    0.000    0.000 tempfile.py:972(__init__)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:144(TimeRespectingDiGraphMatcher)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:75(TimeRespectingGraphMatcher)
        1    0.000    0.000    0.014    0.014 tensor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor.py:1190(SymNodeVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:126(TensorVariable)
        1    0.001    0.001    0.001    0.001 tensor.py:1275(NumpyNdarrayVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1387(UnspecializedPythonVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1415(FakeItemVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1434(TensorSubclassVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1461(UntypedStorageVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1523(DataPtrVariable)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:42(LeviCivita)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:90(KroneckerDelta)
        1    0.000    0.000    0.001    0.001 tensor_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 test_operators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 test_operators.py:18(Realize)
        1    0.000    0.000    0.001    0.001 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:240(Benchmark)
        1    0.000    0.000    0.000    0.000 testing.py:307(Mark)
        2    0.000    0.000    0.000    0.000 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:15(BaseGlyphs)
        1    0.000    0.000    0.000    0.000 text.py:25(AsciiBaseGlyphs)
        1    0.000    0.000    0.000    0.000 text.py:34(AsciiDirectedGlyphs)
        1    0.000    0.000    0.000    0.000 text.py:41(AsciiUndirectedGlyphs)
        1    0.000    0.000    0.000    0.000 text.py:48(UtfBaseGlyphs)
        1    0.000    0.000    0.000    0.000 text.py:6(TextBackend)
        1    0.000    0.000    0.000    0.000 text.py:60(UtfDirectedGlyphs)
        1    0.000    0.000    0.000    0.000 text.py:67(UtfUndirectedGlyphs)
        1    0.000    0.000    0.000    0.000 textplot.py:1(<module>)
       54    0.000    0.000    0.001    0.000 textwrap.py:422(dedent)
       24    0.000    0.000    0.000    0.000 textwrap.py:473(indent)
      180    0.000    0.000    0.000    0.000 textwrap.py:482(predicate)
      204    0.000    0.000    0.000    0.000 textwrap.py:485(prefixed_lines)
        1    0.000    0.000    0.000    0.000 theta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 time_dependent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 time_series.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeutils.py:37(__do_timings)
        1    0.000    0.000    0.000    0.000 timeutils.py:40(<listcomp>)
        4    0.000    0.000    0.000    0.000 timeutils.py:53(timethis)
        9    0.000    0.000    0.000    0.000 timeutils.py:54(decorator)
       60    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
       67    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
       67    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
       12    0.000    0.000    0.000    0.000 tokenize.py:390(open)
       48    0.000    0.000    0.000    0.000 tokenize.py:406(tokenize)
    16400    0.027    0.000    0.045    0.000 tokenize.py:431(_tokenize)
       84    0.000    0.000    0.000    0.000 tokenize.py:614(generate_tokens)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(_compile)
        2    0.000    0.000    0.000    0.000 tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tools.py:38(typed)
        1    0.000    0.000    0.062    0.062 torch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 torch.py:1422(DispatchKeySetVariable)
        1    0.000    0.000    0.000    0.000 torch.py:1459(FuncTorchInterpreterVariable)
        1    0.000    0.000    0.000    0.000 torch.py:212(BaseTorchVariable)
        1    0.000    0.000    0.000    0.000 torch.py:250(TorchCtxManagerClassVariable)
        1    0.000    0.000    0.000    0.000 torch.py:402(TorchInGraphFunctionVariable)
        1    0.000    0.000    0.003    0.003 torch_function.py:1(<module>)
        1    0.000    0.000    0.002    0.002 torch_function.py:137(populate_builtin_to_tensor_fn_map)
        1    0.000    0.000    0.000    0.000 torch_function.py:142(GetMethodMode)
       69    0.000    0.000    0.001    0.000 torch_function.py:148(__torch_function__)
        5    0.000    0.000    0.000    0.000 torch_function.py:160(<lambda>)
        1    0.000    0.000    0.000    0.000 torch_function.py:161(<lambda>)
       22    0.000    0.000    0.001    0.000 torch_function.py:162(<lambda>)
        6    0.000    0.000    0.000    0.000 torch_function.py:163(<lambda>)
        5    0.000    0.000    0.000    0.000 torch_function.py:164(<lambda>)
       20    0.000    0.000    0.000    0.000 torch_function.py:175(<lambda>)
        6    0.000    0.000    0.000    0.000 torch_function.py:178(<lambda>)
        4    0.000    0.000    0.000    0.000 torch_function.py:179(<lambda>)
        1    0.000    0.000    0.000    0.000 torch_function.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 torch_function.py:210(TorchFunctionModeStackStateManager)
        1    0.000    0.000    0.000    0.000 torch_function.py:211(__init__)
        1    0.000    0.000    0.000    0.000 torch_function.py:235(SymbolicTorchFunctionState)
        1    0.000    0.000    0.000    0.000 torch_function.py:298(TorchFunctionModeStackVariable)
        1    0.000    0.000    0.000    0.000 torch_function.py:363(TorchFunctionModeVariable)
        1    0.000    0.000    0.000    0.000 torch_function.py:576(TensorWithTFOverrideVariable)
        1    0.000    0.000    0.000    0.000 tournament.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trace.py:11(Trace)
        1    0.000    0.000    0.387    0.387 trace_rules.py:1(<module>)
        1    0.002    0.002    0.215    0.215 trace_rules.py:2864(get_torch_obj_rule_map)
     2663    0.002    0.000    0.186    0.000 trace_rules.py:2883(_load_obj_from_str)
     2663    0.003    0.000    0.213    0.000 trace_rules.py:2893(load_object)
        1    0.000    0.000    0.000    0.000 trace_rules.py:2950(FunctionIdSet)
        7    0.000    0.000    0.000    0.000 trace_rules.py:2963(__init__)
       87    0.000    0.000    0.000    0.000 trace_rules.py:2968(__call__)
       43    0.000    0.000    0.000    0.000 trace_rules.py:2984(add)
       23    0.000    0.000    0.000    0.000 trace_rules.py:2988(remove)
       21    0.000    0.000    0.000    0.000 trace_rules.py:2993(__contains__)
        1    0.000    0.000    0.000    0.000 trace_rules.py:2997(_allowed_callable_ids)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3003(_disallowed_callable_ids)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3009(_nonstrict_trace_callable_ids)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3015(_builtin_function_ids)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3018(<dictcomp>)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3024(<dictcomp>)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3039(_polyfilled_function_ids)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3095(add_module_init_func)
       69    0.000    0.000    0.001    0.000 trace_rules.py:3200(_as_posix_path)
       16    0.000    0.000    0.000    0.000 trace_rules.py:3208(_strip_init_py)
       14    0.000    0.000    0.000    0.000 trace_rules.py:3214(_module_dir)
        4    0.000    0.000    0.000    0.000 trace_rules.py:3489(<genexpr>)
        2    0.000    0.000    0.000    0.000 trace_rules.py:3503(<genexpr>)
        3    0.000    0.000    0.003    0.001 trace_rules.py:3514(_recompile_re)
       44    0.000    0.000    0.001    0.000 trace_rules.py:3517(<genexpr>)
       17    0.000    0.000    0.004    0.000 trace_rules.py:3521(add)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3537(SkipResult)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3589(FunctionInfo)
       31    0.000    0.000    0.002    0.000 traceback.py:216(extract_stack)
       93    0.000    0.000    0.000    0.000 traceback.py:259(__init__)
       93    0.000    0.000    0.001    0.000 traceback.py:301(line)
      124    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
       31    0.000    0.000    0.002    0.000 traceback.py:338(extract)
        1    0.000    0.000    0.000    0.000 traced_function_transforms.py:1(<module>)
        2    0.000    0.000    0.003    0.002 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1047(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1137(SineCosineTypeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1165(SineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1224(InverseSineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1284(CosineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1343(InverseCosineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1428(HankelTypeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1454(HankelTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1516(InverseHankelTransform)
        5    0.000    0.000    0.000    0.000 transforms.py:224(_noconds_)
        5    0.000    0.000    0.000    0.000 transforms.py:242(make_wrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:331(MellinTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:40(IntegralTransformError)
        1    0.000    0.000    0.000    0.000 transforms.py:453(MellinTransformStripError)
        1    0.000    0.000    0.000    0.000 transforms.py:60(IntegralTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:821(InverseMellinTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:964(FourierTypeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:986(FourierTransform)
        1    0.000    0.000    0.000    0.000 transpose.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transpose.py:5(Transpose)
        1    0.000    0.000    0.003    0.003 traveling_salesman.py:1(<module>)
        2    0.000    0.000    0.000    0.000 traversal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traversal.py:68(preorder_traversal)
        2    0.000    0.000    0.000    0.000 traverse.py:1(<module>)
        3    0.000    0.000    0.000    0.000 tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tree_isomorphism.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trees.py:1(<module>)
        1    0.000    0.000    0.000    0.000 treewidth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 treewidth.py:88(MinDegreeHeuristic)
        2    0.000    0.000    0.000    0.000 triads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triads.py:116(<dictcomp>)
        1    0.000    0.000    0.005    0.005 trigonometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1255(cot)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1572(ReciprocalTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1692(sec)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1800(csc)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1905(sinc)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2029(InverseTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2110(asin)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2343(acos)
        1    0.000    0.000    0.000    0.000 trigonometric.py:243(sin)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2584(atan)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2797(acot)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3015(asec)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3246(acsc)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3448(atan2)
        1    0.000    0.000    0.000    0.000 trigonometric.py:45(TrigonometricFunction)
        1    0.000    0.000    0.000    0.000 trigonometric.py:553(cos)
        1    0.000    0.000    0.000    0.000 trigonometric.py:915(tan)
        1    0.000    0.000    0.000    0.000 trigonometry.py:1(<module>)
        1    0.000    0.000    0.001    0.001 trigsimp.py:1(<module>)
        1    0.000    0.000    0.004    0.004 triton_bundler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triton_bundler.py:20(TritonBundleEntry)
        1    0.000    0.000    0.000    0.000 triton_bundler.py:34(TritonKernelArtifact)
        1    0.000    0.000    0.000    0.000 triton_bundler.py:45(TritonKernelArtifacts)
        1    0.000    0.000    0.000    0.000 triton_bundler.py:56(TritonBundlerMetadata)
        1    0.000    0.000    0.000    0.000 triton_bundler.py:65(TritonBundler)
        1    0.000    0.000    0.000    0.000 triton_compat.py:1(<module>)
        1    0.000    0.000    0.002    0.002 triton_kernel_wrap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:1139(TritonHOPifier)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:141(Param)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:146(Intermediate)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:154(Op)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:1678(TracingTritonHOPifier)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:1780(TraceableTritonKernelWrapper)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:620(MemoizeWithCycleCheck)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:624(__init__)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:642(reset)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:771(TritonKernelWrapperMutation)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:772(__init__)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:796(TritonKernelWrapperFunctional)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:797(__init__)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:89(KernelSideTable)
        1    0.000    0.000    0.000    0.000 trophic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:106(ProfilerStartHook)
        1    0.000    0.000    0.000    0.000 types.py:114(ProfilerEndHook)
        1    0.000    0.000    0.000    0.000 types.py:118(BytecodeHook)
       47    0.000    0.000    0.000    0.000 types.py:176(__get__)
        1    0.000    0.000    0.000    0.000 types.py:33(GuardFail)
        1    0.000    0.000    0.000    0.000 types.py:40(GuardFn)
        1    0.000    0.000    0.000    0.000 types.py:54(GuardedCode)
        1    0.000    0.000    0.000    0.000 types.py:62(ConvertFrameReturn)
        1    0.000    0.000    0.000    0.000 types.py:83(DynamoCallbackFn)
        1    0.000    0.000    0.000    0.000 types.py:95(DynamoGuardHook)
      481    0.001    0.000    0.011    0.000 typing.py:1016(__init__)
     1617    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
      388    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
  117/115    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
       21    0.000    0.000    0.000    0.000 typing.py:1088(__repr__)
       21    0.000    0.000    0.000    0.000 typing.py:1093(<listcomp>)
       17    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       18    0.000    0.000    0.001    0.000 typing.py:1138(__getitem__)
       44    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       23    0.000    0.000    0.001    0.000 typing.py:1147(copy_with)
        3    0.000    0.000    0.000    0.000 typing.py:1151(__repr__)
       11    0.000    0.000    0.000    0.000 typing.py:1171(__repr__)
       11    0.000    0.000    0.000    0.000 typing.py:1177(<listcomp>)
       79    0.000    0.000    0.002    0.000 typing.py:1188(copy_with)
      353    0.000    0.000    0.003    0.000 typing.py:1194(__getitem__)
       79    0.000    0.000    0.003    0.000 typing.py:1208(__getitem_inner__)
      187    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
       13    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
      378    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
  145/140    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
    70/69    0.000    0.000    0.000    0.000 typing.py:1250(__repr__)
       22    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
      141    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
       14    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
        5    0.000    0.000    0.000    0.000 typing.py:1284(__hash__)
       19    0.000    0.000    0.001    0.000 typing.py:1323(__class_getitem__)
       47    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
       23    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       22    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       54    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
     1282    0.000    0.000    0.001    0.000 typing.py:137(_type_convert)
        4    0.000    0.000    0.000    0.000 typing.py:1459(_caller)
     1140    0.002    0.000    0.003    0.000 typing.py:146(_type_check)
       32    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       64    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
    15654    0.003    0.000    0.003    0.000 typing.py:1737(cast)
        9    0.000    0.000    0.000    0.000 typing.py:180(_is_param_expr)
  128/123    0.000    0.000    0.000    0.000 typing.py:185(_type_repr)
     1163    0.001    0.000    0.001    0.000 typing.py:1902(get_origin)
        4    0.000    0.000    0.000    0.000 typing.py:1929(get_args)
       83    0.000    0.000    0.000    0.000 typing.py:1967(no_type_check)
       52    0.000    0.000    0.000    0.000 typing.py:2018(overload)
        1    0.000    0.000    0.000    0.000 typing.py:2047(final)
       21    0.000    0.000    0.003    0.000 typing.py:2247(_make_nmtuple)
       21    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
       21    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
       21    0.000    0.000    0.003    0.000 typing.py:2267(__new__)
       21    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
       21    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 typing.py:234(_prepare_paramspec_params)
        4    0.000    0.000    0.000    0.000 typing.py:2470(__init__)
