         65111546 function calls (54041722 primitive calls) in 109.898 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 domainelement.py:1(<module>)
        1    0.000    0.000    0.000    0.000 domainelement.py:6(DomainElement)
        2    0.000    0.000    0.068    0.034 domainmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 domainmatrix.py:86(DomainMatrix)
        1    0.000    0.000    0.000    0.000 domainscalar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 domainscalar.py:17(DomainScalar)
        1    0.000    0.000    0.000    0.000 dominance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dominating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dominating_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dotproduct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dotproduct.py:6(DotProduct)
        4    0.000    0.000    0.016    0.004 driver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 driver.py:11(DriverBase)
        1    0.000    0.000    0.000    0.000 driver.py:12(LazyProxy)
        1    0.000    0.000    0.000    0.000 driver.py:14(__init__)
        1    0.000    0.000    0.000    0.000 driver.py:146(HIPUtils)
        2    0.000    0.000    0.000    0.000 driver.py:26(__setattr__)
        1    0.000    0.000    0.000    0.000 driver.py:37(GPUDriver)
        1    0.000    0.000    0.000    0.000 driver.py:47(DriverConfig)
        1    0.000    0.000    0.000    0.000 driver.py:487(HIPLauncher)
        1    0.000    0.000    0.000    0.000 driver.py:49(__init__)
        1    0.000    0.000    0.000    0.000 driver.py:5(Benchmarker)
        1    0.000    0.000    0.000    0.000 driver.py:503(HIPDriver)
        1    0.000    0.000    0.000    0.000 driver.py:508(CudaLauncher)
        1    0.000    0.000    0.000    0.000 driver.py:532(CudaDriver)
        1    0.000    0.000    0.000    0.000 driver.py:81(CudaUtils)
        1    0.000    0.000    0.000    0.000 duplication.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ecm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ecm.py:17(Point)
        1    0.000    0.000    0.000    0.000 edge_augmentation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edge_kcomponents.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edge_kcomponents.py:242(EdgeComponentAuxGraph)
        1    0.000    0.000    0.000    0.000 edgebfs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edgedfs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 edgelist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edmondskarp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 efficiency_measures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ego.py:1(<module>)
        1    0.000    0.000    0.000    0.000 egyptian_fraction.py:1(<module>)
        3    0.000    0.000    0.003    0.001 eigen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigen.py:38(Eigen)
       11    0.000    0.000    0.000    0.000 eigen.py:41(defun)
        1    0.000    0.000    0.000    0.000 eigen_symmetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigenvector.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ellipse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ellipse.py:1477(Circle)
        1    0.000    0.000    0.000    0.000 ellipse.py:38(<listcomp>)
        1    0.000    0.000    0.000    0.000 ellipse.py:41(Ellipse)
        1    0.000    0.000    0.000    0.000 elliptic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 elliptic_integrals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:103(elliptic_f)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:13(elliptic_k)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:188(elliptic_e)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:310(elliptic_pi)
        1    0.000    0.000    0.000    0.000 embedding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 embedding_bag.py:1(<module>)
        1    0.000    0.000    0.022    0.022 entity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entity.py:540(GeometrySet)
        1    0.000    0.000    0.000    0.000 entity.py:67(<listcomp>)
        1    0.000    0.000    0.000    0.000 entity.py:71(GeometryEntity)
      194    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       45    0.000    0.000    0.001    0.000 enum.py:165(__prepare__)
       45    0.001    0.000    0.004    0.000 enum.py:180(__new__)
       45    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
      377    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       45    0.000    0.000    0.001    0.000 enum.py:222(<setcomp>)
        9    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
      374    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
     2242    0.002    0.000    0.003    0.000 enum.py:359(__call__)
       48    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
      374    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
      414    0.000    0.000    0.000    0.000 enum.py:470(__setattr__)
        1    0.000    0.000    0.000    0.000 enum.py:483(_create_)
       45    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       91    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
       91    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       45    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
     2241    0.000    0.000    0.000    0.000 enum.py:678(__new__)
       98    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
        3    0.000    0.000    0.000    0.000 enum.py:745(__repr__)
       69    0.000    0.000    0.000    0.000 enum.py:783(__hash__)
       47    0.000    0.000    0.000    0.000 enum.py:801(value)
       45    0.000    0.000    0.000    0.000 enum.py:82(__init__)
      374    0.001    0.000    0.002    0.000 enum.py:89(__setitem__)
       32    0.000    0.000    0.000    0.000 enum.py:986(__and__)
        1    0.000    0.000    0.000    0.000 enumerative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enumerative.py:368(MultisetPartitionTraverser)
        1    0.000    0.000    0.000    0.000 enumerative.py:92(PartComponent)
        1    0.000    0.000    0.000    0.000 epathtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 epathtools.py:6(EPath)
        1    0.000    0.000    0.001    0.001 equality.py:1(<module>)
        1    0.000    0.000    0.000    0.000 equality.py:113(StrictGreaterThanPredicate)
        1    0.000    0.000    0.000    0.000 equality.py:161(GreaterThanPredicate)
        1    0.000    0.000    0.000    0.000 equality.py:209(StrictLessThanPredicate)
        1    0.000    0.000    0.000    0.000 equality.py:25(EqualityPredicate)
        1    0.000    0.000    0.000    0.000 equality.py:257(LessThanPredicate)
        1    0.000    0.000    0.000    0.000 equality.py:69(UnequalityPredicate)
        1    0.000    0.000    0.000    0.000 equitable_coloring.py:1(<module>)
        1    0.000    0.000    0.005    0.005 error_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:1092(Ei)
        1    0.000    0.000    0.000    0.000 error_functions.py:1275(expint)
        1    0.000    0.000    0.000    0.000 error_functions.py:1502(li)
        1    0.000    0.000    0.000    0.000 error_functions.py:1669(Li)
        1    0.000    0.000    0.000    0.000 error_functions.py:1765(TrigonometricIntegral)
        1    0.000    0.000    0.000    0.000 error_functions.py:1828(Si)
        1    0.000    0.000    0.000    0.000 error_functions.py:1964(Ci)
        1    0.000    0.000    0.000    0.000 error_functions.py:2104(Shi)
        1    0.000    0.000    0.000    0.000 error_functions.py:2210(Chi)
        1    0.000    0.000    0.000    0.000 error_functions.py:2327(FresnelIntegral)
        1    0.000    0.000    0.000    0.000 error_functions.py:2383(fresnels)
        1    0.000    0.000    0.000    0.000 error_functions.py:2544(fresnelc)
        1    0.000    0.000    0.000    0.000 error_functions.py:2710(_erfs)
        1    0.000    0.000    0.000    0.000 error_functions.py:2759(_eis)
        1    0.000    0.000    0.000    0.000 error_functions.py:288(erfc)
        1    0.000    0.000    0.000    0.000 error_functions.py:482(erfi)
        1    0.000    0.000    0.000    0.000 error_functions.py:49(erf)
        1    0.000    0.000    0.000    0.000 error_functions.py:674(erf2)
        1    0.000    0.000    0.000    0.000 error_functions.py:819(erfinv)
        1    0.000    0.000    0.000    0.000 error_functions.py:912(erfcinv)
        1    0.000    0.000    0.000    0.000 error_functions.py:995(erf2inv)
        4    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:14(OutOfResources)
        1    0.000    0.000    0.000    0.000 errors.py:20(OnnxExporterWarning)
        1    0.000    0.000    0.000    0.000 errors.py:24(OnnxExporterError)
        1    0.000    0.000    0.000    0.000 errors.py:28(UnsupportedOperatorError)
        1    0.000    0.000    0.000    0.000 errors.py:29(PTXASError)
        1    0.000    0.000    0.000    0.000 errors.py:4(TritonError)
        1    0.000    0.000    0.000    0.000 errors.py:45(CompileTimeAssertionFailure)
        1    0.000    0.000    0.000    0.000 errors.py:5(InterpreterError)
        1    0.000    0.000    0.000    0.000 errors.py:50(UnsupportedLanguageConstruct)
        1    0.000    0.000    0.000    0.000 errors.py:57(SymbolicValueError)
        1    0.000    0.000    0.000    0.000 errors.py:6(CompilationError)
        1    0.000    0.000    0.000    0.000 euclidtools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 euler.py:1(<module>)
        1    0.000    0.000    0.007    0.007 eval_frame.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1102(FlattenInputOutputSignature)
        1    0.000    0.000    0.000    0.000 eval_frame.py:117(Unset)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1212(ExportResult)
    10422    0.011    0.000    0.015    0.000 eval_frame.py:126(_maybe_set_eval_frame)
        1    0.000    0.000    0.000    0.000 eval_frame.py:138(DynamoStance)
     5211    0.006    0.000    0.006    0.000 eval_frame.py:179(_callback_from_stance)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1877(TorchPatcher)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1954(suppress_torch_distributed_warnings)
     5211    0.007    0.000    0.007    0.000 eval_frame.py:262(_is_skip_guard_eval_unsafe_stance)
        1    0.000    0.000    0.000    0.000 eval_frame.py:293(OptimizedModule)
        2    0.000    0.000    0.000    0.000 eval_frame.py:419(nothing)
        6    0.000    0.000    0.000    0.000 eval_frame.py:427(innermost_fn)
        1    0.000    0.000    0.000    0.000 eval_frame.py:453(DynamoTLS)
        1    0.000    0.000    0.000    0.000 eval_frame.py:478(_TorchDynamoContext)
        2    0.000    0.000    0.000    0.000 eval_frame.py:479(__init__)
        1    0.000    0.000    0.000    0.000 eval_frame.py:731(OptimizeContext)
        1    0.000    0.000    0.000    0.000 eval_frame.py:784(RunOnlyContext)
        1    0.000    0.000    0.000    0.000 eval_frame.py:796(DisableContext)
        2    0.000    0.000    0.000    0.000 eval_frame.py:797(__init__)
        2    0.000    0.000    0.000    0.000 eval_frame.py:800(__call__)
     5211    0.031    0.000    0.666    0.000 eval_frame.py:829(_fn)
        1    0.000    0.000    0.000    0.000 eval_frame.py:890(_NullDecorator)
        1    0.000    0.000    0.001    0.001 evalf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 evalf.py:1395(_create_evalf_table)
        1    0.000    0.000    0.000    0.000 evalf.py:1560(EvalfMixin)
        1    0.000    0.000    0.000    0.000 evalf.py:65(PrecisionExhausted)
        2    0.000    0.000    0.429    0.214 exc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exc.py:101(TorchRuntimeError)
        1    0.000    0.000    0.000    0.000 exc.py:105(InvalidBackend)
        1    0.000    0.000    0.000    0.000 exc.py:112(CUDACompileError)
        1    0.000    0.000    0.000    0.000 exc.py:112(ResetRequired)
        1    0.000    0.000    0.000    0.000 exc.py:116(TritonMissing)
        1    0.000    0.000    0.000    0.000 exc.py:124(ShortenTraceback)
        1    0.000    0.000    0.000    0.000 exc.py:126(GPUTooOldForTriton)
        1    0.000    0.000    0.000    0.000 exc.py:140(InductorError)
        1    0.000    0.000    0.000    0.000 exc.py:141(BackendCompilerFailed)
        1    0.000    0.000    0.000    0.000 exc.py:154(Unsupported)
        1    0.000    0.000    0.000    0.000 exc.py:174(UnknownPropertiesDuringBackwardTrace)
        1    0.000    0.000    0.000    0.000 exc.py:178(RecompileError)
        1    0.000    0.000    0.000    0.000 exc.py:182(ArgsMismatchError)
        1    0.000    0.000    0.000    0.000 exc.py:187(AttributeMutationError)
        1    0.000    0.000    0.000    0.000 exc.py:192(InfiniteGeneratorError)
        1    0.000    0.000    0.000    0.000 exc.py:198(SideEffectsError)
        1    0.000    0.000    0.000    0.000 exc.py:203(CondOpArgsMismatchError)
        1    0.000    0.000    0.000    0.000 exc.py:212(UserErrorType)
        1    0.000    0.000    0.000    0.000 exc.py:223(UserError)
        1    0.000    0.000    0.000    0.000 exc.py:247(SkipCodeRecursiveException)
        1    0.000    0.000    0.000    0.000 exc.py:251(RecompileLimitExceeded)
        1    0.000    0.000    0.000    0.000 exc.py:255(UnsafeScriptObjectError)
        1    0.000    0.000    0.000    0.000 exc.py:259(UncapturedHigherOrderOpError)
        1    0.000    0.000    0.000    0.000 exc.py:263(IncorrectUsage)
        1    0.000    0.000    0.000    0.000 exc.py:270(FailOnRecompileLimitHit)
        1    0.000    0.000    0.000    0.000 exc.py:274(ObservedException)
        1    0.000    0.000    0.000    0.000 exc.py:279(ObservedUserStopIteration)
        1    0.000    0.000    0.000    0.000 exc.py:293(ObservedLookupError)
        1    0.000    0.000    0.000    0.000 exc.py:298(ObservedIndexError)
        1    0.000    0.000    0.000    0.000 exc.py:30(OperatorIssue)
        1    0.000    0.000    0.000    0.000 exc.py:303(ObservedKeyError)
        1    0.000    0.000    0.000    0.000 exc.py:308(ObservedGeneratorExit)
        1    0.000    0.000    0.000    0.000 exc.py:312(ObservedAttributeError)
        1    0.000    0.000    0.000    0.000 exc.py:317(ObservedRuntimeError)
        1    0.000    0.000    0.000    0.000 exc.py:322(ObservedNotImplementedError)
        1    0.000    0.000    0.000    0.000 exc.py:326(ObservedTypeError)
        1    0.000    0.000    0.000    0.000 exc.py:41(MissingOperatorWithoutDecomp)
        1    0.000    0.000    0.000    0.000 exc.py:47(MissingOperatorWithDecomp)
        1    0.000    0.000    0.000    0.000 exc.py:527(KeyErrorMsg)
        1    0.000    0.000    0.000    0.000 exc.py:63(LoweringException)
        1    0.000    0.000    0.000    0.000 exc.py:65(TorchDynamoException)
        1    0.000    0.000    0.000    0.000 exc.py:69(InternalTorchDynamoError)
